useDate,실제,부분모델_예측,통모델_예측
2023-08-08 00:00:00,893.0999999999685,995.6430837804159,1002.1588580624364
2023-08-08 01:00:00,824.4000000000636,939.7488954876604,949.2291240775255
2023-08-08 02:00:00,847.3000000000036,903.5657009916827,923.0344482236902
2023-08-08 03:00:00,824.3999999999139,875.7197116860792,768.3704498432994
2023-08-08 04:00:00,778.6000000001118,935.1170462103173,943.5644466432045
2023-08-08 05:00:00,847.2999999999842,883.1934439391478,755.4091030140476
2023-08-08 06:00:00,870.1999999999045,1003.5281350170749,977.3057364610293
2023-08-08 07:00:00,732.7999999999972,989.8271822563779,937.8479727953109
2023-08-08 08:00:00,1305.2999999999647,1177.0479035549558,1151.6033527877992
2023-08-08 09:00:00,2450.2999999999843,2749.113117927677,2742.2237504209606
2023-08-08 10:00:00,8335.600000000111,8203.519022378448,8229.720722113261
2023-08-08 11:00:00,9182.899999999878,8633.845698146604,8768.904180058686
2023-08-08 12:00:00,7831.800000000079,8875.299122733146,9189.099420928318
2023-08-08 13:00:00,5404.399999999982,6475.5244243554225,6720.035374146051
2023-08-08 14:00:00,7167.700000000052,7691.777854072184,7817.125171790783
2023-08-08 15:00:00,9503.500000000013,7737.090328200236,7842.678690858634
2023-08-08 16:00:00,8015.00000000001,7250.426396730623,7600.993946157837
2023-08-08 17:00:00,8724.899999999929,7638.621922349859,7572.3163475393985
2023-08-08 18:00:00,5656.30000000001,5742.778985318017,5889.897417977915
2023-08-08 19:00:00,1946.500000000052,2028.8625119523563,2443.5468680640824
2023-08-08 20:00:00,1580.0999999999556,1626.8119881245461,1622.6317391317757
2023-08-08 21:00:00,1603.000000000019,1428.9938252702545,1373.9836081416038
2023-08-08 22:00:00,1167.899999999943,1229.682834826929,1181.2878854864307
2023-08-08 23:00:00,1076.3000000000168,1004.1756570456769,973.3404431018982
2023-08-09 00:00:00,1007.5999999999556,941.7524539362892,928.3124110982387
2023-08-09 01:00:00,1030.500000000059,901.3658326258847,885.1825534242266
2023-08-09 02:00:00,961.80000000001,860.9239121633391,800.1681446250789
2023-08-09 03:00:00,938.899999999966,883.7411951727986,865.139159092821
2023-08-09 04:00:00,938.9000000000052,893.2417464963188,873.5325590489099
2023-08-09 05:00:00,984.6999999999828,917.4693603135155,894.9994317916673
2023-08-09 06:00:00,938.9000000000048,918.4171957223679,897.3954401126135
2023-08-09 07:00:00,938.9000000000764,930.5874254715762,938.763442927565
2023-08-09 08:00:00,1259.499999999876,991.9290861747178,998.8516815435203
2023-08-09 09:00:00,2312.90000000006,2524.545899797381,2225.3866622493183
2023-08-09 10:00:00,5679.199999999876,6823.966219667329,7169.656147022251
2023-08-09 11:00:00,7854.700000000182,7581.96327241571,8086.948228793612
2023-08-09 12:00:00,7831.799999999997,7662.214677250496,8136.473851540792
2023-08-09 13:00:00,5770.799999999857,5661.4931150027705,6027.616905610158
2023-08-09 14:00:00,7282.2000000002145,7120.032735553499,6938.654784015424
2023-08-09 15:00:00,8015.0,7217.664610797841,7355.2709062975155
2023-08-09 16:00:00,5999.799999999812,6740.0345280433085,6929.0797848666425
2023-08-09 17:00:00,7076.100000000063,7443.890310784846,7743.450650274622
2023-08-09 18:00:00,5633.400000000025,5924.388582567564,5890.6455718972375
2023-08-09 19:00:00,2335.800000000014,1956.2786090179306,1937.247038946359
2023-08-09 20:00:00,1465.6000000000013,1735.9269923987322,1670.5039102376736
2023-08-09 21:00:00,1030.5000000000844,1585.274330471029,1588.014514512728
2023-08-09 22:00:00,1053.399999999836,1486.2723576463138,1424.1154522248512
2023-08-09 23:00:00,1076.3000000001016,1280.040850967787,1231.9574894175428
2023-08-10 00:00:00,984.6999999999634,994.307795505461,945.7196524714527
2023-08-10 01:00:00,870.1999999999373,956.2128304153008,880.2431935977647
2023-08-10 02:00:00,824.4000000000767,936.817554813847,874.703001214185
2023-08-10 03:00:00,893.0999999999881,935.2827104485107,874.8735710956817
2023-08-10 04:00:00,847.3000000000234,954.6020351424482,903.767839865464
2023-08-10 05:00:00,893.0999999999717,966.6952970122323,902.5070874059242
2023-08-10 06:00:00,915.9999999999932,965.0713216966581,905.5558845545446
2023-08-10 07:00:00,847.3000000000558,994.5586944653115,942.736046495151
2023-08-10 08:00:00,1259.499999999915,1065.8821679051089,1032.6951850882442
2023-08-10 09:00:00,1557.1999999999568,2583.520336896852,2529.841646233572
2023-08-10 10:00:00,4053.300000000088,7071.17395149742,7654.613845525276
2023-08-10 11:00:00,6869.999999999971,7680.925626659504,8192.67585900532
2023-08-10 12:00:00,6503.6000000000695,7724.895005873549,8057.214272332352
2023-08-10 13:00:00,5266.999999999864,5721.60759080013,5799.471799797925
2023-08-10 14:00:00,6801.300000000098,7323.109570771904,7190.029298838819
2023-08-10 15:00:00,7717.299999999948,7186.471256780877,6996.135339327535
2023-08-10 16:00:00,7786.000000000088,7382.843988854774,7445.803628372931
2023-08-10 17:00:00,8908.100000000019,7709.412383866177,7869.670501496003
2023-08-10 18:00:00,6274.599999999907,6145.0569017344005,6054.699169376447
2023-08-10 19:00:00,1877.8000000000263,1984.1299049888046,2141.8506841028593
2023-08-10 20:00:00,1167.899999999992,1635.1867374132637,1589.8626064210464
2023-08-10 21:00:00,1053.399999999992,1480.8006742684868,1439.3488711881637
2023-08-10 22:00:00,984.700000000061,1324.949346914737,1364.4128070996235
2023-08-10 23:00:00,938.8999999999336,995.8945634879933,992.4920087184737
2023-08-11 00:00:00,984.7000000001262,1062.4501392352258,1119.445807961827
2023-08-11 01:00:00,824.3999999999919,757.2906141148916,671.0355731858835
