useDate,실제,부분모델_예측,통모델_예측
2023-08-08 00:00:00,893.0999999999685,995.8749604976463,1011.8294165503823
2023-08-08 01:00:00,824.4000000000636,940.016576027042,943.9005854611404
2023-08-08 02:00:00,847.3000000000036,902.9943129744183,909.1705648064675
2023-08-08 03:00:00,824.3999999999139,876.3009509150863,792.6912050917183
2023-08-08 04:00:00,778.6000000001118,935.3604266998043,925.912996149785
2023-08-08 05:00:00,847.2999999999842,883.5486542803962,782.567299116075
2023-08-08 06:00:00,870.1999999999045,1003.8344669918262,971.5763861222382
2023-08-08 07:00:00,732.7999999999972,986.7641356473594,911.4844255227658
2023-08-08 08:00:00,1305.2999999999647,1174.0774321857812,1143.5030448811806
2023-08-08 09:00:00,2450.2999999999843,2750.8023150639065,2755.743698428332
2023-08-08 10:00:00,8335.600000000111,8196.45191163069,8109.515736195298
2023-08-08 11:00:00,9182.899999999878,8629.264612791409,8566.029374240396
2023-08-08 12:00:00,7831.800000000079,8875.030729007794,8933.738083512717
2023-08-08 13:00:00,5404.399999999982,6489.515828197971,6657.896094718971
2023-08-08 14:00:00,7167.700000000052,7697.367352758897,7896.050630637362
2023-08-08 15:00:00,9503.500000000013,7738.055491204013,7875.705709249382
2023-08-08 16:00:00,8015.00000000001,7252.736349347173,7598.631020051009
2023-08-08 17:00:00,8724.899999999929,7638.823357672939,7670.952085141014
2023-08-08 18:00:00,5656.30000000001,5722.7615649251675,5947.526125595088
2023-08-08 19:00:00,1946.500000000052,2028.3649845930581,1992.5994206395378
2023-08-08 20:00:00,1580.0999999999556,1627.625698516887,1606.5818148026442
2023-08-08 21:00:00,1603.000000000019,1428.7453088976388,1382.7253528055294
2023-08-08 22:00:00,1167.899999999943,1229.7411062214667,1216.2802879347312
2023-08-08 23:00:00,1076.3000000000168,1003.5801944331835,998.0706613770249
2023-08-09 00:00:00,1007.5999999999556,941.3628280609972,951.1950771540828
2023-08-09 01:00:00,1030.500000000059,900.9285382003293,875.8579392194165
2023-08-09 02:00:00,961.80000000001,860.3489091936922,780.4565850591255
2023-08-09 03:00:00,938.899999999966,883.565993693292,852.8579968373392
2023-08-09 04:00:00,938.9000000000052,893.3333418881241,873.1174489731629
2023-08-09 05:00:00,984.6999999999828,917.4035672393411,870.2393116958383
2023-08-09 06:00:00,938.9000000000048,918.5701317012195,897.4292665895864
2023-08-09 07:00:00,938.9000000000764,930.1246671323651,918.981323901424
2023-08-09 08:00:00,1259.499999999876,992.1739264096107,1014.3634075397305
2023-08-09 09:00:00,2312.90000000006,2523.1095184008473,2301.1500872346655
2023-08-09 10:00:00,5679.199999999876,6810.416233513804,7047.501321532021
2023-08-09 11:00:00,7854.700000000182,7577.49538416026,7798.2953073144945
2023-08-09 12:00:00,7831.799999999997,7679.255840310845,7727.620338130273
2023-08-09 13:00:00,5770.799999999857,5664.523430937202,6166.801981133069
2023-08-09 14:00:00,7282.2000000002145,7114.220533029654,7087.700070847397
2023-08-09 15:00:00,8015.0,7229.359398267967,7342.026087094693
2023-08-09 16:00:00,5999.799999999812,6746.804255874416,7015.999932621706
2023-08-09 17:00:00,7076.100000000063,7447.699960648521,7680.204349947004
2023-08-09 18:00:00,5633.400000000025,5922.111238796615,5892.974194911796
2023-08-09 19:00:00,2335.800000000014,1955.8316267759149,1860.4430248399706
2023-08-09 20:00:00,1465.6000000000013,1736.5230267850072,1615.2489003848677
