useDate,실제,부분모델_예측,통모델_예측
2023-08-08 00:00:00,893.0999999999685,1008.6238708630624,1005.5873519944885
2023-08-08 01:00:00,824.4000000000636,933.8006204987312,934.7469894727458
2023-08-08 02:00:00,847.3000000000036,884.7340375966048,917.740447687159
2023-08-08 03:00:00,824.3999999999139,907.0767106308552,895.7839422730605
2023-08-08 04:00:00,778.6000000001118,900.5106541926824,934.8877588831404
2023-08-08 05:00:00,847.2999999999842,921.5921170978913,879.3848208336486
2023-08-08 06:00:00,870.1999999999045,1008.6698407599299,984.4145208416958
2023-08-08 07:00:00,732.7999999999972,962.4192880145633,947.154334270261
2023-08-08 08:00:00,1305.2999999999647,1177.7943742559305,1176.9251392454291
2023-08-08 09:00:00,2450.2999999999843,2506.7413464745055,2422.5021928406622
2023-08-08 10:00:00,8335.600000000111,8075.990825116201,8062.679214728347
2023-08-08 11:00:00,9182.899999999878,9194.55370584843,9150.967128197262
2023-08-08 12:00:00,7831.800000000079,9285.863536517509,9300.791983293178
2023-08-08 13:00:00,5404.399999999982,6452.1964670380785,6614.321083552133
2023-08-08 14:00:00,7167.700000000052,8111.308579146455,8193.545014825346
2023-08-08 15:00:00,9503.500000000013,8319.770657620322,8353.356038530657
2023-08-08 16:00:00,8015.00000000001,7592.739484581538,7692.743061989404
2023-08-08 17:00:00,8724.899999999929,8663.490136415532,8614.4782566602
2023-08-08 18:00:00,5656.30000000001,5605.018978230688,5608.56791637112
2023-08-08 19:00:00,1946.500000000052,2123.595153066918,2164.525998218923
2023-08-08 20:00:00,1580.0999999999556,1774.2671272431025,1780.4268556312745
2023-08-08 21:00:00,1603.000000000019,1671.7371128401996,1605.8201268691819
2023-08-08 22:00:00,1167.899999999943,1231.9994282531657,1172.8608061617722
2023-08-08 23:00:00,1076.3000000000168,952.6684679232571,974.5895929640668
2023-08-09 00:00:00,1007.5999999999556,924.0799522962366,933.7816333503329
2023-08-09 01:00:00,1030.500000000059,873.8337558254725,872.9177622942631
2023-08-09 02:00:00,961.80000000001,849.7136035648573,839.4622222863277
2023-08-09 03:00:00,938.899999999966,835.1519150652882,794.5751058432368
2023-08-09 04:00:00,938.9000000000052,843.5853943963735,822.2654977862725
2023-08-09 05:00:00,984.6999999999828,855.916902393709,777.1475033991103
2023-08-09 06:00:00,938.9000000000048,854.4179685662335,831.6702497150727
2023-08-09 07:00:00,938.9000000000764,825.8405546520912,840.1838638543239
2023-08-09 08:00:00,1259.499999999876,1031.5531877556964,1056.3983466281131
2023-08-09 09:00:00,2312.90000000006,2518.3445792344223,2315.8021078648285
2023-08-09 10:00:00,5679.199999999876,7403.826631299884,7820.182567568161
2023-08-09 11:00:00,7854.700000000182,7894.52037704585,8201.66352513757
2023-08-09 12:00:00,7831.799999999997,7848.216773219183,8358.134488540582
2023-08-09 13:00:00,5770.799999999857,5792.963542361676,5954.445614297558
